"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1588","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Sat May 02 05:25:37 UTC 2026","passed","Sat May 02 05:25:39 UTC 2026","","DocPage.spec.ts","",""
"","1207","Playwright Document Page Verify to work install tabs","chromium","Sat May 02 05:25:18 UTC 2026","passed","Sat May 02 05:25:19 UTC 2026","","DocPage.spec.ts","",""
"","2882","Playwright Document Page Verify to work copy button at run sec","chromium","Sat May 02 05:25:27 UTC 2026","passed","Sat May 02 05:25:30 UTC 2026","","DocPage.spec.ts","",""
"","2100","Playwright Document Page Verify to work copy button at update sec","chromium","Sat May 02 05:25:30 UTC 2026","passed","Sat May 02 05:25:32 UTC 2026","","DocPage.spec.ts","",""
"","1067","Playwright footer training:isOuterLinks","chromium","Sat May 02 05:25:42 UTC 2026","passed","Sat May 02 05:25:43 UTC 2026","","Footer.spec.ts","",""
"","2086","Playwright Document Page Verify to work copy button at test sec","chromium","Sat May 02 05:25:30 UTC 2026","passed","Sat May 02 05:25:32 UTC 2026","","DocPage.spec.ts","",""
"","937","Playwright header training:OuterLink","chromium","Sat May 02 05:25:46 UTC 2026","passed","Sat May 02 05:25:47 UTC 2026","","Header.spec.ts","",""
"","2634","Playwright Document Page Verify to work copy button at report sec","chromium","Sat May 02 05:25:27 UTC 2026","passed","Sat May 02 05:25:30 UTC 2026","","DocPage.spec.ts","",""
"","1476","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Sat May 02 05:25:37 UTC 2026","passed","Sat May 02 05:25:39 UTC 2026","","DocPage.spec.ts","",""
"","1243","Playwright footer training:FeatureVideo","chromium","Sat May 02 05:25:41 UTC 2026","passed","Sat May 02 05:25:42 UTC 2026","","Footer.spec.ts","",""
"","23880","tab practice6","chromium","Sat May 02 05:26:15 UTC 2026","passed","Sat May 02 05:26:39 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2419","Playwright Document Page Verify to work test tabs","chromium","Sat May 02 05:25:22 UTC 2026","passed","Sat May 02 05:25:24 UTC 2026","","DocPage.spec.ts","",""
"","1463","Playwright footer training:GetStarted","chromium","Sat May 02 05:25:39 UTC 2026","passed","Sat May 02 05:25:41 UTC 2026","","Footer.spec.ts","",""
"","1363","Playwright header training:API","chromium","Sat May 02 05:25:43 UTC 2026","passed","Sat May 02 05:25:44 UTC 2026","","Header.spec.ts","",""
"","1509","Playwright header training:Hover menu2","chromium","Sat May 02 05:25:44 UTC 2026","passed","Sat May 02 05:25:46 UTC 2026","","Header.spec.ts","",""
"","1781","Playwright header search button","chromium","Sat May 02 05:25:47 UTC 2026","passed","Sat May 02 05:25:49 UTC 2026","","Header.spec.ts","",""
"","1390","Playwright header training:Hover menu","chromium","Sat May 02 05:25:44 UTC 2026","passed","Sat May 02 05:25:46 UTC 2026","","Header.spec.ts","",""
"","938","Playwright header training:Logo","chromium","Sat May 02 05:25:42 UTC 2026","passed","Sat May 02 05:25:43 UTC 2026","","Header.spec.ts","",""
"","682","file upload practice1","chromium","Sat May 02 05:25:39 UTC 2026","passed","Sat May 02 05:25:39 UTC 2026","","download-test/Download.spec.ts","",""
"","1460","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Sat May 02 05:25:36 UTC 2026","passed","Sat May 02 05:25:37 UTC 2026","","DocPage.spec.ts","",""
"","1250","Playwright header training:Docs","chromium","Sat May 02 05:25:43 UTC 2026","passed","Sat May 02 05:25:44 UTC 2026","","Header.spec.ts","",""
"","1740","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Sat May 02 05:25:34 UTC 2026","passed","Sat May 02 05:25:36 UTC 2026","","DocPage.spec.ts","",""
