"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1430","Playwright Document Page Verify to work install tabs","chromium","Sun May 03 03:44:59 UTC 2026","passed","Sun May 03 03:45:01 UTC 2026","","DocPage.spec.ts","",""
"","1829","Playwright Document Page Verify to work version tabs","chromium","Sun May 03 03:45:05 UTC 2026","passed","Sun May 03 03:45:07 UTC 2026","","DocPage.spec.ts","",""
"","1951","Playwright Document Page Verify to work update tabs","chromium","Sun May 03 03:45:04 UTC 2026","passed","Sun May 03 03:45:06 UTC 2026","","DocPage.spec.ts","",""
"","1119","Playwright header search button","chromium","Sun May 03 03:45:31 UTC 2026","passed","Sun May 03 03:45:32 UTC 2026","","Header.spec.ts","",""
"","2019","Playwright Document Page Verify to work copy button at test sec","chromium","Sun May 03 03:45:09 UTC 2026","passed","Sun May 03 03:45:11 UTC 2026","","DocPage.spec.ts","",""
"","712","Playwright footer training:isOuterLinks","chromium","Sun May 03 03:45:24 UTC 2026","passed","Sun May 03 03:45:24 UTC 2026","","Footer.spec.ts","",""
"","1183","Playwright header training:Hover menu3","chromium","Sun May 03 03:45:29 UTC 2026","passed","Sun May 03 03:45:30 UTC 2026","","Header.spec.ts","",""
"","1958","Playwright Document Page Verify to work copy button at update sec","chromium","Sun May 03 03:45:10 UTC 2026","passed","Sun May 03 03:45:12 UTC 2026","","DocPage.spec.ts","",""
"","925","Playwright footer training:LearnVideo","chromium","Sun May 03 03:45:21 UTC 2026","passed","Sun May 03 03:45:22 UTC 2026","","Footer.spec.ts","",""
"","13083","iFrame practice3","chromium","Sun May 03 03:45:45 UTC 2026","passed","Sun May 03 03:45:58 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","3389","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Sun May 03 03:45:12 UTC 2026","passed","Sun May 03 03:45:16 UTC 2026","","DocPage.spec.ts","",""
"","1319","Playwright header training:Hover menu","chromium","Sun May 03 03:45:27 UTC 2026","passed","Sun May 03 03:45:28 UTC 2026","","Header.spec.ts","",""
"","1896","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Sun May 03 03:45:15 UTC 2026","passed","Sun May 03 03:45:17 UTC 2026","","DocPage.spec.ts","",""
"","919","Playwright header training:Hover menu2","chromium","Sun May 03 03:45:28 UTC 2026","passed","Sun May 03 03:45:29 UTC 2026","","Header.spec.ts","",""
"","1935","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Sun May 03 03:45:17 UTC 2026","passed","Sun May 03 03:45:19 UTC 2026","","DocPage.spec.ts","",""
"","1891","Playwright Document Page Verify to work report tabs","chromium","Sun May 03 03:45:02 UTC 2026","passed","Sun May 03 03:45:04 UTC 2026","","DocPage.spec.ts","",""
"","1660","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Sun May 03 03:45:16 UTC 2026","passed","Sun May 03 03:45:17 UTC 2026","","DocPage.spec.ts","",""
"","1903","Playwright Document Page Verify to work test tabs","chromium","Sun May 03 03:45:03 UTC 2026","passed","Sun May 03 03:45:05 UTC 2026","","DocPage.spec.ts","",""
"","801","Playwright footer training:Ambassadors","chromium","Sun May 03 03:45:23 UTC 2026","passed","Sun May 03 03:45:24 UTC 2026","","Footer.spec.ts","",""
"","804","tab practice4","chromium","Sun May 03 03:45:58 UTC 2026","passed","Sun May 03 03:45:59 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1929","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Sun May 03 03:45:13 UTC 2026","passed","Sun May 03 03:45:15 UTC 2026","","DocPage.spec.ts","",""
"","1920","Playwright Document Page Verify to work copy button at version sec","chromium","Sun May 03 03:45:11 UTC 2026","passed","Sun May 03 03:45:13 UTC 2026","","DocPage.spec.ts","",""
"","2073","Playwright Document Page Verify to work copy button at install sec","chromium","Sun May 03 03:45:06 UTC 2026","passed","Sun May 03 03:45:08 UTC 2026","","DocPage.spec.ts","",""
"","590","Playwright header training:OuterLink","chromium","Sun May 03 03:45:30 UTC 2026","passed","Sun May 03 03:45:31 UTC 2026","","Header.spec.ts","",""
"","790","Playwright header training:Docs","chromium","Sun May 03 03:45:25 UTC 2026","passed","Sun May 03 03:45:26 UTC 2026","","Header.spec.ts","",""
"","1764","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Sun May 03 03:45:17 UTC 2026","passed","Sun May 03 03:45:19 UTC 2026","","DocPage.spec.ts","",""
