"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2144","Playwright Document Page Verify to work copy button at run sec","chromium","Fri May 08 05:03:45 UTC 2026","passed","Fri May 08 05:03:47 UTC 2026","","DocPage.spec.ts","",""
"","1659","Playwright Document Page Verify to work test tabs","chromium","Fri May 08 05:03:41 UTC 2026","passed","Fri May 08 05:03:43 UTC 2026","","DocPage.spec.ts","",""
"","3503","API mocking practice","chromium","Fri May 08 05:03:37 UTC 2026","passed","Fri May 08 05:03:41 UTC 2026","","api-test/Api.spec.ts","",""
"","1265","Playwright Document Page Verify to work install tabs","chromium","Fri May 08 05:03:37 UTC 2026","passed","Fri May 08 05:03:39 UTC 2026","","DocPage.spec.ts","",""
"","500","file download practice1","chromium","Fri May 08 05:03:56 UTC 2026","passed","Fri May 08 05:03:56 UTC 2026","","download-test/Download.spec.ts","",""
"","1475","Playwright header training:Hover menu3","chromium","Fri May 08 05:04:02 UTC 2026","passed","Fri May 08 05:04:04 UTC 2026","","Header.spec.ts","",""
"","964","Playwright header training","chromium","Fri May 08 05:04:04 UTC 2026","passed","Fri May 08 05:04:05 UTC 2026","","Header.spec.ts","",""
"","1217","Playwright Document Page Verify to work report tabs","chromium","Fri May 08 05:03:40 UTC 2026","passed","Fri May 08 05:03:41 UTC 2026","","DocPage.spec.ts","",""
"","27330","iFrame practice1","chromium","Fri May 08 05:04:39 UTC 2026","passed","Fri May 08 05:05:06 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2109","Playwright Document Page Verify to work copy button at report sec","chromium","Fri May 08 05:03:45 UTC 2026","passed","Fri May 08 05:03:47 UTC 2026","","DocPage.spec.ts","",""
"","1206","Playwright footer training:Ambassadors","chromium","Fri May 08 05:03:58 UTC 2026","passed","Fri May 08 05:03:59 UTC 2026","","Footer.spec.ts","",""
"","4696","tab practice5","chromium","Fri May 08 05:04:35 UTC 2026","passed","Fri May 08 05:04:39 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","861","Playwright header training:OuterLink","chromium","Fri May 08 05:04:03 UTC 2026","passed","Fri May 08 05:04:04 UTC 2026","","Header.spec.ts","",""
"","1436","Playwright footer training:GetStarted","chromium","Fri May 08 05:03:56 UTC 2026","passed","Fri May 08 05:03:58 UTC 2026","","Footer.spec.ts","",""
"","1997","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 08 05:03:47 UTC 2026","passed","Fri May 08 05:03:49 UTC 2026","","DocPage.spec.ts","",""
"","1216","Playwright header training:Docs","chromium","Fri May 08 05:04:00 UTC 2026","passed","Fri May 08 05:04:01 UTC 2026","","Header.spec.ts","",""
"","1295","Playwright footer training:LearnVideo","chromium","Fri May 08 05:03:56 UTC 2026","passed","Fri May 08 05:03:58 UTC 2026","","Footer.spec.ts","",""
"","1303","Playwright header training:API","chromium","Fri May 08 05:04:00 UTC 2026","passed","Fri May 08 05:04:01 UTC 2026","","Header.spec.ts","",""
"","1291","Playwright footer training:FeatureVideo","chromium","Fri May 08 05:03:58 UTC 2026","passed","Fri May 08 05:03:59 UTC 2026","","Footer.spec.ts","",""
"","1986","Playwright Document Page Verify to work copy button at version sec","chromium","Fri May 08 05:03:49 UTC 2026","passed","Fri May 08 05:03:51 UTC 2026","","DocPage.spec.ts","",""
"","1503","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Fri May 08 05:03:52 UTC 2026","passed","Fri May 08 05:03:54 UTC 2026","","DocPage.spec.ts","",""
"","2186","Playwright Document Page Verify to work copy button at update sec","chromium","Fri May 08 05:03:47 UTC 2026","passed","Fri May 08 05:03:49 UTC 2026","","DocPage.spec.ts","",""
"","1553","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Fri May 08 05:03:54 UTC 2026","passed","Fri May 08 05:03:55 UTC 2026","","DocPage.spec.ts","",""
