"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","746","file upload practice1","chromium","Fri May 08 02:36:46 UTC 2026","passed","Fri May 08 02:36:47 UTC 2026","","download-test/Download.spec.ts","",""
"","1874","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Fri May 08 02:36:44 UTC 2026","passed","Fri May 08 02:36:46 UTC 2026","","DocPage.spec.ts","",""
"","1200","Playwright Document Page Verify to work install tabs","chromium","Fri May 08 02:36:25 UTC 2026","passed","Fri May 08 02:36:27 UTC 2026","","DocPage.spec.ts","",""
"","871","Playwright header training:Logo","chromium","Fri May 08 02:36:50 UTC 2026","passed","Fri May 08 02:36:50 UTC 2026","","Header.spec.ts","",""
"","2134","Playwright Document Page Verify to work copy button at run sec","chromium","Fri May 08 02:36:34 UTC 2026","passed","Fri May 08 02:36:36 UTC 2026","","DocPage.spec.ts","",""
"","1396","Playwright footer training:GetStarted","chromium","Fri May 08 02:36:47 UTC 2026","passed","Fri May 08 02:36:48 UTC 2026","","Footer.spec.ts","",""
"","1143","Playwright footer training:Ambassadors","chromium","Fri May 08 02:36:48 UTC 2026","passed","Fri May 08 02:36:49 UTC 2026","","Footer.spec.ts","",""
"","1483","Playwright header training:Hover menu2","chromium","Fri May 08 02:36:52 UTC 2026","passed","Fri May 08 02:36:53 UTC 2026","","Header.spec.ts","",""
"","1080","Playwright footer training:isOuterLinks","chromium","Fri May 08 02:36:49 UTC 2026","passed","Fri May 08 02:36:51 UTC 2026","","Footer.spec.ts","",""
"","3676","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Fri May 08 02:36:39 UTC 2026","passed","Fri May 08 02:36:43 UTC 2026","","DocPage.spec.ts","",""
"","2147","Playwright Document Page Verify to work copy button at report sec","chromium","Fri May 08 02:36:34 UTC 2026","passed","Fri May 08 02:36:37 UTC 2026","","DocPage.spec.ts","",""
"","1640","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Fri May 08 02:36:44 UTC 2026","passed","Fri May 08 02:36:46 UTC 2026","","DocPage.spec.ts","",""
"","1822","Playwright Document Page Verify to work test tabs","chromium","Fri May 08 02:36:31 UTC 2026","passed","Fri May 08 02:36:32 UTC 2026","","DocPage.spec.ts","",""
"","1930","Playwright Document Page Verify to work copy button at install sec","chromium","Fri May 08 02:36:32 UTC 2026","passed","Fri May 08 02:36:34 UTC 2026","","DocPage.spec.ts","",""
"","6046","tab practice5","chromium","Fri May 08 02:37:22 UTC 2026","passed","Fri May 08 02:37:28 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1223","Playwright Document Page Verify to work report tabs","chromium","Fri May 08 02:36:29 UTC 2026","passed","Fri May 08 02:36:31 UTC 2026","","DocPage.spec.ts","",""
"","872","Playwright header training:OuterLink","chromium","Fri May 08 02:36:53 UTC 2026","passed","Fri May 08 02:36:54 UTC 2026","","Header.spec.ts","",""
"","2357","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 08 02:36:36 UTC 2026","passed","Fri May 08 02:36:39 UTC 2026","","DocPage.spec.ts","",""
"","1626","Playwright Document Page Verify to work version tabs","chromium","Fri May 08 02:36:32 UTC 2026","passed","Fri May 08 02:36:34 UTC 2026","","DocPage.spec.ts","",""
"","1302","Playwright header training:API","chromium","Fri May 08 02:36:51 UTC 2026","passed","Fri May 08 02:36:52 UTC 2026","","Header.spec.ts","",""
