"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1943","Playwright Document Page Verify to work copy button at version sec","chromium","Sat May 02 05:30:29 UTC 2026","passed","Sat May 02 05:30:31 UTC 2026","","DocPage.spec.ts","",""
"","7705","tab practice6","chromium","Sat May 02 05:31:13 UTC 2026","passed","Sat May 02 05:31:21 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1879","Playwright Document Page Verify to work test tabs","chromium","Sat May 02 05:30:21 UTC 2026","passed","Sat May 02 05:30:23 UTC 2026","","DocPage.spec.ts","",""
"","2110","Playwright Document Page Verify to work copy button at report sec","chromium","Sat May 02 05:30:25 UTC 2026","passed","Sat May 02 05:30:27 UTC 2026","","DocPage.spec.ts","",""
"","1054","Playwright footer training:isOuterLinks","chromium","Sat May 02 05:30:41 UTC 2026","passed","Sat May 02 05:30:42 UTC 2026","","Footer.spec.ts","",""
"","1284","Playwright header training:Docs","chromium","Sat May 02 05:30:42 UTC 2026","passed","Sat May 02 05:30:43 UTC 2026","","Header.spec.ts","",""
"","1890","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Sat May 02 05:30:32 UTC 2026","passed","Sat May 02 05:30:34 UTC 2026","","DocPage.spec.ts","",""
"","1220","Playwright header training:API","chromium","Sat May 02 05:30:42 UTC 2026","passed","Sat May 02 05:30:43 UTC 2026","","Header.spec.ts","",""
"","18592","iFrame practice1","chromium","Sat May 02 05:30:47 UTC 2026","passed","Sat May 02 05:31:05 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","18296","iFrame practice3","chromium","Sat May 02 05:30:55 UTC 2026","passed","Sat May 02 05:31:13 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1737","Playwright Document Page Verify to work report tabs","chromium","Sat May 02 05:30:20 UTC 2026","passed","Sat May 02 05:30:21 UTC 2026","","DocPage.spec.ts","",""
"","1774","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Sat May 02 05:30:34 UTC 2026","passed","Sat May 02 05:30:36 UTC 2026","","DocPage.spec.ts","",""
"","869","Playwright header training","chromium","Sat May 02 05:30:46 UTC 2026","passed","Sat May 02 05:30:47 UTC 2026","","Header.spec.ts","",""
"","894","Playwright header training:OuterLink","chromium","Sat May 02 05:30:45 UTC 2026","passed","Sat May 02 05:30:46 UTC 2026","","Header.spec.ts","",""
"","1580","file upload practice1","chromium","Sat May 02 05:30:36 UTC 2026","passed","Sat May 02 05:30:38 UTC 2026","","download-test/Download.spec.ts","",""
"","1948","Playwright Document Page Verify to work copy button at install sec","chromium","Sat May 02 05:30:23 UTC 2026","passed","Sat May 02 05:30:25 UTC 2026","","DocPage.spec.ts","",""
"","2093","Playwright Document Page Verify to work copy button at run sec","chromium","Sat May 02 05:30:24 UTC 2026","passed","Sat May 02 05:30:27 UTC 2026","","DocPage.spec.ts","",""
"","917","Playwright header training:Logo","chromium","Sat May 02 05:30:41 UTC 2026","passed","Sat May 02 05:30:42 UTC 2026","","Header.spec.ts","",""
"","1712","Playwright Document Page Verify to work update tabs","chromium","Sat May 02 05:30:21 UTC 2026","passed","Sat May 02 05:30:23 UTC 2026","","DocPage.spec.ts","",""
"","1766","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Sat May 02 05:30:31 UTC 2026","passed","Sat May 02 05:30:32 UTC 2026","","DocPage.spec.ts","",""
"","1555","Playwright footer training:LearnVideo","chromium","Sat May 02 05:30:38 UTC 2026","passed","Sat May 02 05:30:39 UTC 2026","","Footer.spec.ts","",""
"","3325","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Sat May 02 05:30:29 UTC 2026","passed","Sat May 02 05:30:33 UTC 2026","","DocPage.spec.ts","",""
"","1714","Playwright header training:Hover menu","chromium","Sat May 02 05:30:43 UTC 2026","passed","Sat May 02 05:30:45 UTC 2026","","Header.spec.ts","",""
"","1741","tab practice4","chromium","Sat May 02 05:31:05 UTC 2026","passed","Sat May 02 05:31:07 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1511","file download practice1","chromium","Sat May 02 05:30:36 UTC 2026","passed","Sat May 02 05:30:38 UTC 2026","","download-test/Download.spec.ts","",""
"","3898","API mocking practice","chromium","Sat May 02 05:30:16 UTC 2026","passed","Sat May 02 05:30:20 UTC 2026","","api-test/Api.spec.ts","",""
"","1208","Playwright footer training:Ambassadors","chromium","Sat May 02 05:30:40 UTC 2026","passed","Sat May 02 05:30:41 UTC 2026","","Footer.spec.ts","",""
"","1989","Playwright Document Page Verify to work copy button at test sec","chromium","Sat May 02 05:30:27 UTC 2026","passed","Sat May 02 05:30:29 UTC 2026","","DocPage.spec.ts","",""
"","6446","iFrame practice2","chromium","Sat May 02 05:30:48 UTC 2026","passed","Sat May 02 05:30:54 UTC 2026","","iframe-test/IFrame.spec.ts","",""
