"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1333","Playwright footer training:Ambassadors","chromium","Wed May 06 02:00:55 UTC 2026","passed","Wed May 06 02:00:56 UTC 2026","","Footer.spec.ts","",""
"","1416","Playwright footer training:GetStarted","chromium","Wed May 06 02:00:53 UTC 2026","passed","Wed May 06 02:00:55 UTC 2026","","Footer.spec.ts","",""
"","3513","API mocking practice","chromium","Wed May 06 02:00:34 UTC 2026","passed","Wed May 06 02:00:38 UTC 2026","","api-test/Api.spec.ts","",""
"","706","file upload practice1","chromium","Wed May 06 02:00:52 UTC 2026","passed","Wed May 06 02:00:53 UTC 2026","","download-test/Download.spec.ts","",""
"","1508","Playwright header training:Hover menu","chromium","Wed May 06 02:00:58 UTC 2026","passed","Wed May 06 02:01:00 UTC 2026","","Header.spec.ts","",""
"","1019","Playwright header training","chromium","Wed May 06 02:01:01 UTC 2026","passed","Wed May 06 02:01:02 UTC 2026","","Header.spec.ts","",""
"","1379","Playwright header training:Hover menu3","chromium","Wed May 06 02:01:00 UTC 2026","passed","Wed May 06 02:01:01 UTC 2026","","Header.spec.ts","",""
"","1639","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Wed May 06 02:00:48 UTC 2026","passed","Wed May 06 02:00:50 UTC 2026","","DocPage.spec.ts","",""
"","3220","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Wed May 06 02:00:47 UTC 2026","passed","Wed May 06 02:00:50 UTC 2026","","DocPage.spec.ts","",""
"","1413","Playwright header training:Hover menu2","chromium","Wed May 06 02:00:58 UTC 2026","passed","Wed May 06 02:01:00 UTC 2026","","Header.spec.ts","",""
"","1239","Playwright header training:Docs","chromium","Wed May 06 02:00:57 UTC 2026","passed","Wed May 06 02:00:58 UTC 2026","","Header.spec.ts","",""
"","1677","Playwright Document Page Verify to work update tabs","chromium","Wed May 06 02:00:39 UTC 2026","passed","Wed May 06 02:00:40 UTC 2026","","DocPage.spec.ts","",""
"","2109","Playwright Document Page Verify to work copy button at report sec","chromium","Wed May 06 02:00:42 UTC 2026","passed","Wed May 06 02:00:44 UTC 2026","","DocPage.spec.ts","",""
"","1351","Playwright header search button","chromium","Wed May 06 02:01:01 UTC 2026","passed","Wed May 06 02:01:02 UTC 2026","","Header.spec.ts","",""
"","1474","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Wed May 06 02:00:50 UTC 2026","passed","Wed May 06 02:00:51 UTC 2026","","DocPage.spec.ts","",""
"","605","file download practice1","chromium","Wed May 06 02:00:53 UTC 2026","passed","Wed May 06 02:00:53 UTC 2026","","download-test/Download.spec.ts","",""
"","1594","Playwright Document Page Verify to work test tabs","chromium","Wed May 06 02:00:38 UTC 2026","passed","Wed May 06 02:00:40 UTC 2026","","DocPage.spec.ts","",""
"","5698","tab practice5","chromium","Wed May 06 02:01:28 UTC 2026","passed","Wed May 06 02:01:34 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1022","Playwright Document Page Verify to work run tabs","chromium","Wed May 06 02:00:36 UTC 2026","passed","Wed May 06 02:00:37 UTC 2026","","DocPage.spec.ts","",""
"","1282","Playwright footer training:FeatureVideo","chromium","Wed May 06 02:00:55 UTC 2026","passed","Wed May 06 02:00:56 UTC 2026","","Footer.spec.ts","",""
"","914","Playwright header training:OuterLink","chromium","Wed May 06 02:01:00 UTC 2026","passed","Wed May 06 02:01:01 UTC 2026","","Header.spec.ts","",""
"","28284","tab practice6","chromium","Wed May 06 02:01:31 UTC 2026","passed","Wed May 06 02:01:59 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2094","Playwright Document Page Verify to work copy button at update sec","chromium","Wed May 06 02:00:44 UTC 2026","passed","Wed May 06 02:00:46 UTC 2026","","DocPage.spec.ts","",""
"","865","Playwright header training:Logo","chromium","Wed May 06 02:00:56 UTC 2026","passed","Wed May 06 02:00:57 UTC 2026","","Header.spec.ts","",""
"","19293","iFrame practice3","chromium","Wed May 06 02:01:08 UTC 2026","passed","Wed May 06 02:01:27 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1261","Playwright Document Page Verify to work report tabs","chromium","Wed May 06 02:00:37 UTC 2026","passed","Wed May 06 02:00:38 UTC 2026","","DocPage.spec.ts","",""
"","1260","Playwright footer training:LearnVideo","chromium","Wed May 06 02:00:53 UTC 2026","passed","Wed May 06 02:00:55 UTC 2026","","Footer.spec.ts","",""
"","1577","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Wed May 06 02:00:51 UTC 2026","passed","Wed May 06 02:00:53 UTC 2026","","DocPage.spec.ts","",""
"","1365","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Wed May 06 02:00:51 UTC 2026","passed","Wed May 06 02:00:52 UTC 2026","","DocPage.spec.ts","",""
"","1676","Playwright Document Page Verify to work version tabs","chromium","Wed May 06 02:00:40 UTC 2026","passed","Wed May 06 02:00:42 UTC 2026","","DocPage.spec.ts","",""
"","1247","Playwright header training:API","chromium","Wed May 06 02:00:57 UTC 2026","passed","Wed May 06 02:00:58 UTC 2026","","Header.spec.ts","",""
"","1995","Playwright Document Page Verify to work copy button at install sec","chromium","Wed May 06 02:00:40 UTC 2026","passed","Wed May 06 02:00:42 UTC 2026","","DocPage.spec.ts","",""
"","28965","iFrame practice1","chromium","Wed May 06 02:01:02 UTC 2026","passed","Wed May 06 02:01:31 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1123","Playwright Document Page Verify to work install tabs","chromium","Wed May 06 02:00:34 UTC 2026","passed","Wed May 06 02:00:35 UTC 2026","","DocPage.spec.ts","",""
"","1341","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Wed May 06 02:00:50 UTC 2026","passed","Wed May 06 02:00:51 UTC 2026","","DocPage.spec.ts","",""
"","2007","Playwright Document Page Verify to work copy button at test sec","chromium","Wed May 06 02:00:44 UTC 2026","passed","Wed May 06 02:00:46 UTC 2026","","DocPage.spec.ts","",""
"","1934","Playwright Document Page Verify to work copy button at version sec","chromium","Wed May 06 02:00:46 UTC 2026","passed","Wed May 06 02:00:48 UTC 2026","","DocPage.spec.ts","",""
"","2188","Playwright Document Page Verify to work copy button at run sec","chromium","Wed May 06 02:00:42 UTC 2026","passed","Wed May 06 02:00:44 UTC 2026","","DocPage.spec.ts","",""
"","962","tab practice4","chromium","Wed May 06 02:01:27 UTC 2026","passed","Wed May 06 02:01:28 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","5514","iFrame practice2","chromium","Wed May 06 02:01:02 UTC 2026","passed","Wed May 06 02:01:08 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1079","Playwright footer training:isOuterLinks","chromium","Wed May 06 02:00:56 UTC 2026","passed","Wed May 06 02:00:57 UTC 2026","","Footer.spec.ts","",""
