"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11688","tab practice6","chromium","Sat May 02 02:07:19 UTC 2026","passed","Sat May 02 02:07:31 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","701","Playwright footer training:FeatureVideo","chromium","Sat May 02 02:06:40 UTC 2026","passed","Sat May 02 02:06:40 UTC 2026","","Footer.spec.ts","",""
"","1433","Playwright header training:Hover menu2","chromium","Sat May 02 02:06:46 UTC 2026","passed","Sat May 02 02:06:47 UTC 2026","","Header.spec.ts","",""
"","870","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Sat May 02 02:06:32 UTC 2026","passed","Sat May 02 02:06:33 UTC 2026","","DocPage.spec.ts","",""
"","756","Playwright footer training:Ambassadors","chromium","Sat May 02 02:06:40 UTC 2026","passed","Sat May 02 02:06:41 UTC 2026","","Footer.spec.ts","",""
"","1566","tab practice4","chromium","Sat May 02 02:07:14 UTC 2026","passed","Sat May 02 02:07:15 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","803","Playwright header training:Docs","chromium","Sat May 02 02:06:43 UTC 2026","passed","Sat May 02 02:06:43 UTC 2026","","Header.spec.ts","",""
"","1266","Playwright Document Page Verify to work report tabs","chromium","Sat May 02 02:06:16 UTC 2026","passed","Sat May 02 02:06:17 UTC 2026","","DocPage.spec.ts","",""
"","1303","Playwright Document Page Verify to work copy button at update sec","chromium","Sat May 02 02:06:26 UTC 2026","passed","Sat May 02 02:06:27 UTC 2026","","DocPage.spec.ts","",""
"","1019","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Sat May 02 02:06:33 UTC 2026","passed","Sat May 02 02:06:34 UTC 2026","","DocPage.spec.ts","",""
"","649","Playwright header training","chromium","Sat May 02 02:06:49 UTC 2026","passed","Sat May 02 02:06:50 UTC 2026","","Header.spec.ts","",""
"","12185","iFrame practice3","chromium","Sat May 02 02:07:02 UTC 2026","passed","Sat May 02 02:07:14 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","3566","tab practice5","chromium","Sat May 02 02:07:15 UTC 2026","passed","Sat May 02 02:07:19 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1883","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Sat May 02 02:06:28 UTC 2026","passed","Sat May 02 02:06:30 UTC 2026","","DocPage.spec.ts","",""
"","961","Playwright footer training:GetStarted","chromium","Sat May 02 02:06:38 UTC 2026","passed","Sat May 02 02:06:39 UTC 2026","","Footer.spec.ts","",""
"","908","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Sat May 02 02:06:34 UTC 2026","passed","Sat May 02 02:06:35 UTC 2026","","DocPage.spec.ts","",""
"","721","Playwright header training:Logo","chromium","Sat May 02 02:06:42 UTC 2026","passed","Sat May 02 02:06:43 UTC 2026","","Header.spec.ts","",""
"","1169","Playwright Document Page Verify to work copy button at run sec","chromium","Sat May 02 02:06:22 UTC 2026","passed","Sat May 02 02:06:23 UTC 2026","","DocPage.spec.ts","",""
"","1565","Playwright header training:Hover menu3","chromium","Sat May 02 02:06:47 UTC 2026","passed","Sat May 02 02:06:49 UTC 2026","","Header.spec.ts","",""
"","783","Playwright header training:API","chromium","Sat May 02 02:06:43 UTC 2026","passed","Sat May 02 02:06:44 UTC 2026","","Header.spec.ts","",""
"","1030","Playwright Document Page Verify to work run tabs","chromium","Sat May 02 02:06:15 UTC 2026","passed","Sat May 02 02:06:16 UTC 2026","","DocPage.spec.ts","",""
"","637","Playwright header training:OuterLink","chromium","Sat May 02 02:06:49 UTC 2026","passed","Sat May 02 02:06:49 UTC 2026","","Header.spec.ts","",""
"","3519","API mocking practice","chromium","Sat May 02 02:06:10 UTC 2026","passed","Sat May 02 02:06:14 UTC 2026","","api-test/Api.spec.ts","",""
"","1316","file upload practice1","chromium","Sat May 02 02:06:35 UTC 2026","passed","Sat May 02 02:06:37 UTC 2026","","download-test/Download.spec.ts","",""
"","1070","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Sat May 02 02:06:30 UTC 2026","passed","Sat May 02 02:06:31 UTC 2026","","DocPage.spec.ts","",""
"","6510","iFrame practice1","chromium","Sat May 02 02:06:51 UTC 2026","passed","Sat May 02 02:06:58 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1116","Playwright Document Page Verify to work update tabs","chromium","Sat May 02 02:06:19 UTC 2026","passed","Sat May 02 02:06:20 UTC 2026","","DocPage.spec.ts","",""
"","1084","Playwright Document Page Verify to work test tabs","chromium","Sat May 02 02:06:17 UTC 2026","passed","Sat May 02 02:06:19 UTC 2026","","DocPage.spec.ts","",""
"","1228","Playwright Document Page Verify to work install tabs","chromium","Sat May 02 02:06:14 UTC 2026","passed","Sat May 02 02:06:15 UTC 2026","","DocPage.spec.ts","",""
"","1329","file download practice1","chromium","Sat May 02 02:06:37 UTC 2026","passed","Sat May 02 02:06:38 UTC 2026","","download-test/Download.spec.ts","",""
