"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1123","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Sat May 02 05:10:18 UTC 2026","passed","Sat May 02 05:10:19 UTC 2026","","DocPage.spec.ts","",""
"","1113","Playwright Document Page Verify to work test tabs","chromium","Sat May 02 05:10:01 UTC 2026","passed","Sat May 02 05:10:02 UTC 2026","","DocPage.spec.ts","",""
"","1256","Playwright Document Page Verify to work copy button at test sec","chromium","Sat May 02 05:10:08 UTC 2026","passed","Sat May 02 05:10:09 UTC 2026","","DocPage.spec.ts","",""
"","647","Playwright header training:OuterLink","chromium","Sat May 02 05:10:30 UTC 2026","passed","Sat May 02 05:10:30 UTC 2026","","Header.spec.ts","",""
"","749","Playwright footer training:FeatureVideo","chromium","Sat May 02 05:10:22 UTC 2026","passed","Sat May 02 05:10:23 UTC 2026","","Footer.spec.ts","",""
"","1918","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Sat May 02 05:10:11 UTC 2026","passed","Sat May 02 05:10:13 UTC 2026","","DocPage.spec.ts","",""
"","1033","Playwright Document Page Verify to work version tabs","chromium","Sat May 02 05:10:03 UTC 2026","passed","Sat May 02 05:10:04 UTC 2026","","DocPage.spec.ts","",""
"","18035","tab practice6","chromium","Sat May 02 05:10:57 UTC 2026","passed","Sat May 02 05:11:15 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","3330","API mocking practice","chromium","Sat May 02 05:09:54 UTC 2026","passed","Sat May 02 05:09:57 UTC 2026","","api-test/Api.spec.ts","",""
"","1122","Playwright header training:Hover menu3","chromium","Sat May 02 05:10:29 UTC 2026","passed","Sat May 02 05:10:30 UTC 2026","","Header.spec.ts","",""
"","709","Playwright header training","chromium","Sat May 02 05:10:30 UTC 2026","passed","Sat May 02 05:10:31 UTC 2026","","Header.spec.ts","",""
"","1075","Playwright Document Page Verify to work report tabs","chromium","Sat May 02 05:10:00 UTC 2026","passed","Sat May 02 05:10:01 UTC 2026","","DocPage.spec.ts","",""
"","786","Playwright footer training:LearnVideo","chromium","Sat May 02 05:10:21 UTC 2026","passed","Sat May 02 05:10:22 UTC 2026","","Footer.spec.ts","",""
"","1082","Playwright header training:Hover menu","chromium","Sat May 02 05:10:26 UTC 2026","passed","Sat May 02 05:10:27 UTC 2026","","Header.spec.ts","",""
