"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1142","Playwright Document Page Verify to work copy button at install sec","chromium","Fri May 01 04:10:27 UTC 2026","passed","Fri May 01 04:10:28 UTC 2026","","DocPage.spec.ts","",""
"","973","Playwright Document Page Verify to work update tabs","chromium","Fri May 01 04:10:27 UTC 2026","passed","Fri May 01 04:10:28 UTC 2026","","DocPage.spec.ts","",""
"","4223","Playwright Document Page Verify to work test tabs","chromium","Fri May 01 04:10:22 UTC 2026","passed","Fri May 01 04:10:26 UTC 2026","","DocPage.spec.ts","",""
"","4211","Playwright Document Page Verify to work run tabs","chromium","Fri May 01 04:10:22 UTC 2026","passed","Fri May 01 04:10:26 UTC 2026","","DocPage.spec.ts","",""
"","750","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Fri May 01 04:10:29 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
"","1079","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 01 04:10:28 UTC 2026","passed","Fri May 01 04:10:29 UTC 2026","","DocPage.spec.ts","",""
"","1611","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Fri May 01 04:10:29 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
"","4195","Playwright Document Page Verify to work install tabs","chromium","Fri May 01 04:10:22 UTC 2026","passed","Fri May 01 04:10:26 UTC 2026","","DocPage.spec.ts","",""
"","882","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Fri May 01 04:10:29 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
"","1039","Playwright Document Page Verify to work copy button at report sec","chromium","Fri May 01 04:10:28 UTC 2026","passed","Fri May 01 04:10:29 UTC 2026","","DocPage.spec.ts","",""
"","1031","Playwright Document Page Verify to work version tabs","chromium","Fri May 01 04:10:27 UTC 2026","passed","Fri May 01 04:10:28 UTC 2026","","DocPage.spec.ts","",""
"","1145","Playwright Document Page Verify to work copy button at run sec","chromium","Fri May 01 04:10:27 UTC 2026","passed","Fri May 01 04:10:28 UTC 2026","","DocPage.spec.ts","",""
"","1078","Playwright Document Page Verify to work copy button at update sec","chromium","Fri May 01 04:10:28 UTC 2026","passed","Fri May 01 04:10:29 UTC 2026","","DocPage.spec.ts","",""
"","806","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Fri May 01 04:10:29 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
"","795","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Fri May 01 04:10:30 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
"","1041","Playwright Document Page Verify to work copy button at version sec","chromium","Fri May 01 04:10:28 UTC 2026","passed","Fri May 01 04:10:29 UTC 2026","","DocPage.spec.ts","",""
"","4207","Playwright Document Page Verify to work report tabs","chromium","Fri May 01 04:10:22 UTC 2026","passed","Fri May 01 04:10:26 UTC 2026","","DocPage.spec.ts","",""
"","669","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Fri May 01 04:10:30 UTC 2026","passed","Fri May 01 04:10:30 UTC 2026","","DocPage.spec.ts","",""
