"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6108","iFrame practice2","chromium","Fri May 08 05:13:23 UTC 2026","passed","Fri May 08 05:13:29 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2030","Playwright Document Page Verify to work copy button at install sec","chromium","Fri May 08 05:13:01 UTC 2026","passed","Fri May 08 05:13:03 UTC 2026","","DocPage.spec.ts","",""
"","1435","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Fri May 08 05:13:10 UTC 2026","passed","Fri May 08 05:13:11 UTC 2026","","DocPage.spec.ts","",""
"","15444","tab practice6","chromium","Fri May 08 05:15:12 UTC 2026","passed","Fri May 08 05:15:27 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1495","Playwright header training:Hover menu2","chromium","Fri May 08 05:13:18 UTC 2026","passed","Fri May 08 05:13:20 UTC 2026","","Header.spec.ts","",""
"","1233","Playwright footer training:LearnVideo","chromium","Fri May 08 05:13:13 UTC 2026","passed","Fri May 08 05:13:15 UTC 2026","","Footer.spec.ts","",""
"","1482","Playwright header training:Hover menu3","chromium","Fri May 08 05:13:20 UTC 2026","passed","Fri May 08 05:13:21 UTC 2026","","Header.spec.ts","",""
"","1721","Playwright Document Page Verify to work test tabs","chromium","Fri May 08 05:12:58 UTC 2026","passed","Fri May 08 05:13:00 UTC 2026","","DocPage.spec.ts","",""
"","3652","API mocking practice","chromium","Fri May 08 05:12:54 UTC 2026","passed","Fri May 08 05:12:58 UTC 2026","","api-test/Api.spec.ts","",""
"","1167","Playwright Document Page Verify to work run tabs","chromium","Fri May 08 05:12:56 UTC 2026","passed","Fri May 08 05:12:57 UTC 2026","","DocPage.spec.ts","",""
"","27666","iFrame practice1","chromium","Fri May 08 05:14:36 UTC 2026","passed","Fri May 08 05:15:04 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","22245","iFrame practice3","chromium","Fri May 08 05:13:29 UTC 2026","passed","Fri May 08 05:13:51 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1933","Playwright Document Page Verify to work copy button at version sec","chromium","Fri May 08 05:13:06 UTC 2026","passed","Fri May 08 05:13:08 UTC 2026","","DocPage.spec.ts","",""
"","1489","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Fri May 08 05:13:10 UTC 2026","passed","Fri May 08 05:13:11 UTC 2026","","DocPage.spec.ts","",""
"","3043","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Fri May 08 05:13:07 UTC 2026","passed","Fri May 08 05:13:10 UTC 2026","","DocPage.spec.ts","",""
"","2056","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 08 05:13:04 UTC 2026","passed","Fri May 08 05:13:06 UTC 2026","","DocPage.spec.ts","",""
"","1979","Playwright Document Page Verify to work copy button at report sec","chromium","Fri May 08 05:13:03 UTC 2026","passed","Fri May 08 05:13:05 UTC 2026","","DocPage.spec.ts","",""
"","1266","Playwright header training:Docs","chromium","Fri May 08 05:13:17 UTC 2026","passed","Fri May 08 05:13:18 UTC 2026","","Header.spec.ts","",""
"","867","Playwright header training","chromium","Fri May 08 05:13:21 UTC 2026","passed","Fri May 08 05:13:22 UTC 2026","","Header.spec.ts","",""
"","1883","Playwright Document Page Verify to work copy button at update sec","chromium","Fri May 08 05:13:05 UTC 2026","passed","Fri May 08 05:13:07 UTC 2026","","DocPage.spec.ts","",""
"","1413","Playwright header training:Hover menu","chromium","Fri May 08 05:13:18 UTC 2026","passed","Fri May 08 05:13:20 UTC 2026","","Header.spec.ts","",""
"","1488","Playwright Document Page Verify to work report tabs","chromium","Fri May 08 05:12:57 UTC 2026","passed","Fri May 08 05:12:59 UTC 2026","","DocPage.spec.ts","",""
"","1228","Playwright footer training:Ambassadors","chromium","Fri May 08 05:13:15 UTC 2026","passed","Fri May 08 05:13:16 UTC 2026","","Footer.spec.ts","",""
"","1424","Playwright Document of right side bar Verify link count to be greater than 3 at writing tests sec","chromium","Fri May 08 05:13:11 UTC 2026","passed","Fri May 08 05:13:13 UTC 2026","","DocPage.spec.ts","",""
