"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1029","Playwright Document Page Verify to work update tabs","chromium","Fri May 01 02:54:31 UTC 2026","passed","Fri May 01 02:54:32 UTC 2026","","DocPage.spec.ts","",""
"","612","Playwright header training:OuterLink","chromium","Fri May 01 02:55:01 UTC 2026","passed","Fri May 01 02:55:01 UTC 2026","","Header.spec.ts","",""
"","12036","iFrame practice3","chromium","Fri May 01 02:55:10 UTC 2026","passed","Fri May 01 02:55:22 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","850","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Fri May 01 02:54:45 UTC 2026","passed","Fri May 01 02:54:46 UTC 2026","","DocPage.spec.ts","",""
"","743","Playwright footer training:Ambassadors","chromium","Fri May 01 02:54:52 UTC 2026","passed","Fri May 01 02:54:53 UTC 2026","","Footer.spec.ts","",""
"","1191","Playwright Document Page Verify to work report tabs","chromium","Fri May 01 02:54:29 UTC 2026","passed","Fri May 01 02:54:30 UTC 2026","","DocPage.spec.ts","",""
"","3567","API mocking practice","chromium","Fri May 01 02:54:22 UTC 2026","passed","Fri May 01 02:54:26 UTC 2026","","api-test/Api.spec.ts","",""
"","3346","iFrame practice1","chromium","Fri May 01 02:55:03 UTC 2026","passed","Fri May 01 02:55:06 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1248","file download practice1","chromium","Fri May 01 02:54:49 UTC 2026","passed","Fri May 01 02:54:50 UTC 2026","","download-test/Download.spec.ts","",""
"","647","Playwright header training:Logo","chromium","Fri May 01 02:54:54 UTC 2026","passed","Fri May 01 02:54:55 UTC 2026","","Header.spec.ts","",""
"","1371","tab practice4","chromium","Fri May 01 02:55:22 UTC 2026","passed","Fri May 01 02:55:23 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1501","Playwright header training:Hover menu3","chromium","Fri May 01 02:54:59 UTC 2026","passed","Fri May 01 02:55:00 UTC 2026","","Header.spec.ts","",""
"","686","Playwright footer training:isOuterLinks","chromium","Fri May 01 02:54:53 UTC 2026","passed","Fri May 01 02:54:54 UTC 2026","","Footer.spec.ts","",""
"","3435","iFrame practice2","chromium","Fri May 01 02:55:06 UTC 2026","passed","Fri May 01 02:55:10 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","971","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Fri May 01 02:54:46 UTC 2026","passed","Fri May 01 02:54:47 UTC 2026","","DocPage.spec.ts","",""
"","1329","file upload practice1","chromium","Fri May 01 02:54:47 UTC 2026","passed","Fri May 01 02:54:49 UTC 2026","","download-test/Download.spec.ts","",""
"","1082","Playwright Document Page Verify to work test tabs","chromium","Fri May 01 02:54:30 UTC 2026","passed","Fri May 01 02:54:31 UTC 2026","","DocPage.spec.ts","",""
"","746","Playwright footer training:FeatureVideo","chromium","Fri May 01 02:54:52 UTC 2026","passed","Fri May 01 02:54:52 UTC 2026","","Footer.spec.ts","",""
"","898","Playwright footer training:GetStarted","chromium","Fri May 01 02:54:50 UTC 2026","passed","Fri May 01 02:54:51 UTC 2026","","Footer.spec.ts","",""
"","740","Playwright footer training:LearnVideo","chromium","Fri May 01 02:54:51 UTC 2026","passed","Fri May 01 02:54:52 UTC 2026","","Footer.spec.ts","",""
"","1260","Playwright Document Page Verify to work copy button at report sec","chromium","Fri May 01 02:54:36 UTC 2026","passed","Fri May 01 02:54:37 UTC 2026","","DocPage.spec.ts","",""
"","961","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Fri May 01 02:54:44 UTC 2026","passed","Fri May 01 02:54:45 UTC 2026","","DocPage.spec.ts","",""
"","1915","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Fri May 01 02:54:41 UTC 2026","passed","Fri May 01 02:54:43 UTC 2026","","DocPage.spec.ts","",""
"","1014","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Fri May 01 02:54:43 UTC 2026","passed","Fri May 01 02:54:44 UTC 2026","","DocPage.spec.ts","",""
"","1173","Playwright header search button","chromium","Fri May 01 02:55:02 UTC 2026","passed","Fri May 01 02:55:03 UTC 2026","","Header.spec.ts","",""
"","779","Playwright header training:Docs","chromium","Fri May 01 02:54:55 UTC 2026","passed","Fri May 01 02:54:55 UTC 2026","","Header.spec.ts","",""
"","1416","Playwright header training:Hover menu","chromium","Fri May 01 02:54:56 UTC 2026","passed","Fri May 01 02:54:58 UTC 2026","","Header.spec.ts","",""
"","1271","Playwright Document Page Verify to work copy button at update sec","chromium","Fri May 01 02:54:38 UTC 2026","passed","Fri May 01 02:54:40 UTC 2026","","DocPage.spec.ts","",""
"","1275","Playwright Document Page Verify to work copy button at run sec","chromium","Fri May 01 02:54:34 UTC 2026","passed","Fri May 01 02:54:36 UTC 2026","","DocPage.spec.ts","",""
"","1284","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 01 02:54:37 UTC 2026","passed","Fri May 01 02:54:38 UTC 2026","","DocPage.spec.ts","",""
