"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1411","Playwright footer training:GetStarted","chromium","Fri May 08 05:14:17 UTC 2026","passed","Fri May 08 05:14:19 UTC 2026","","Footer.spec.ts","",""
"","1209","Playwright Document Page Verify to work run tabs","chromium","Fri May 08 05:14:00 UTC 2026","passed","Fri May 08 05:14:01 UTC 2026","","DocPage.spec.ts","",""
"","1189","Playwright footer training:Ambassadors","chromium","Fri May 08 05:14:19 UTC 2026","passed","Fri May 08 05:14:20 UTC 2026","","Footer.spec.ts","",""
"","1370","Playwright header training:Hover menu3","chromium","Fri May 08 05:14:24 UTC 2026","passed","Fri May 08 05:14:25 UTC 2026","","Header.spec.ts","",""
"","2099","Playwright Document Page Verify to work copy button at install sec","chromium","Fri May 08 05:14:04 UTC 2026","passed","Fri May 08 05:14:07 UTC 2026","","DocPage.spec.ts","",""
"","2094","Playwright Document Page Verify to work copy button at update sec","chromium","Fri May 08 05:14:09 UTC 2026","passed","Fri May 08 05:14:11 UTC 2026","","DocPage.spec.ts","",""
"","1553","Playwright header training:Hover menu","chromium","Fri May 08 05:14:22 UTC 2026","passed","Fri May 08 05:14:24 UTC 2026","","Header.spec.ts","",""
"","1757","Playwright Document Page Verify to work version tabs","chromium","Fri May 08 05:14:04 UTC 2026","passed","Fri May 08 05:14:06 UTC 2026","","DocPage.spec.ts","",""
"","3002","Playwright Document of Left side bar Verify to work copy button at agent sec","chromium","Fri May 08 05:14:11 UTC 2026","passed","Fri May 08 05:14:14 UTC 2026","","DocPage.spec.ts","",""
"","2069","Playwright Document Page Verify to work copy button at run sec","chromium","Fri May 08 05:14:06 UTC 2026","passed","Fri May 08 05:14:08 UTC 2026","","DocPage.spec.ts","",""
"","1465","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Fri May 08 05:14:14 UTC 2026","passed","Fri May 08 05:14:15 UTC 2026","","DocPage.spec.ts","",""
"","1248","Playwright footer training:FeatureVideo","chromium","Fri May 08 05:14:19 UTC 2026","passed","Fri May 08 05:14:20 UTC 2026","","Footer.spec.ts","",""
"","1897","Playwright Document Page Verify to work copy button at version sec","chromium","Fri May 08 05:14:10 UTC 2026","passed","Fri May 08 05:14:12 UTC 2026","","DocPage.spec.ts","",""
"","1198","Playwright header training:Docs","chromium","Fri May 08 05:14:21 UTC 2026","passed","Fri May 08 05:14:22 UTC 2026","","Header.spec.ts","",""
"","1562","Playwright Document of Left side bar Verify to work copy button at runnning tests sec","chromium","Fri May 08 05:14:14 UTC 2026","passed","Fri May 08 05:14:15 UTC 2026","","DocPage.spec.ts","",""
"","21997","iFrame practice3","chromium","Fri May 08 05:14:33 UTC 2026","passed","Fri May 08 05:14:55 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1728","Playwright Document Page Verify to work update tabs","chromium","Fri May 08 05:14:03 UTC 2026","passed","Fri May 08 05:14:04 UTC 2026","","DocPage.spec.ts","",""
"","3581","API mocking practice","chromium","Fri May 08 05:13:57 UTC 2026","passed","Fri May 08 05:14:00 UTC 2026","","api-test/Api.spec.ts","",""
"","5944","iFrame practice2","chromium","Fri May 08 05:14:27 UTC 2026","passed","Fri May 08 05:14:33 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","648","file upload practice1","chromium","Fri May 08 05:14:17 UTC 2026","passed","Fri May 08 05:14:17 UTC 2026","","download-test/Download.spec.ts","",""
"","1292","tab practice4","chromium","Fri May 08 05:14:49 UTC 2026","passed","Fri May 08 05:14:50 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","5819","tab practice5","chromium","Fri May 08 05:14:50 UTC 2026","passed","Fri May 08 05:14:56 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","915","Playwright header training","chromium","Fri May 08 05:14:25 UTC 2026","passed","Fri May 08 05:14:26 UTC 2026","","Header.spec.ts","",""
"","1209","Playwright footer training:LearnVideo","chromium","Fri May 08 05:14:17 UTC 2026","passed","Fri May 08 05:14:19 UTC 2026","","Footer.spec.ts","",""
"","1535","Playwright header training:Hover menu2","chromium","Fri May 08 05:14:22 UTC 2026","passed","Fri May 08 05:14:24 UTC 2026","","Header.spec.ts","",""
"","2054","Playwright Document Page Verify to work copy button at test sec","chromium","Fri May 08 05:14:08 UTC 2026","passed","Fri May 08 05:14:10 UTC 2026","","DocPage.spec.ts","",""
"","1720","Playwright Document of Left side bar Verify to work copy button at writing tests sec","chromium","Fri May 08 05:14:12 UTC 2026","passed","Fri May 08 05:14:13 UTC 2026","","DocPage.spec.ts","",""
"","1761","Playwright Document Page Verify to work report tabs","chromium","Fri May 08 05:14:01 UTC 2026","passed","Fri May 08 05:14:03 UTC 2026","","DocPage.spec.ts","",""
"","1257","Playwright header training:API","chromium","Fri May 08 05:14:21 UTC 2026","passed","Fri May 08 05:14:22 UTC 2026","","Header.spec.ts","",""
"","1443","Playwright Document Page Verify to work install tabs","chromium","Fri May 08 05:13:57 UTC 2026","passed","Fri May 08 05:13:58 UTC 2026","","DocPage.spec.ts","",""
