"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2377","Playwright Document Page Verify to work copy button at install sec","chromium","Fri May 08 05:38:54 UTC 2026","passed","Fri May 08 05:38:56 UTC 2026","","DocPage.spec.ts","",""
"","20634","iFrame practice3","chromium","Fri May 08 05:39:24 UTC 2026","passed","Fri May 08 05:39:45 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2009","Playwright Document Page Verify to work version tabs","chromium","Fri May 08 05:38:53 UTC 2026","passed","Fri May 08 05:38:55 UTC 2026","","DocPage.spec.ts","",""
"","18522","tab practice6","chromium","Fri May 08 05:39:46 UTC 2026","passed","Fri May 08 05:40:05 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1401","Playwright header training:Hover menu2","chromium","Fri May 08 05:39:13 UTC 2026","passed","Fri May 08 05:39:15 UTC 2026","","Header.spec.ts","",""
"","1437","Playwright Document of right side bar Verify to be visible assertion link at writing tests sec","chromium","Fri May 08 05:39:05 UTC 2026","passed","Fri May 08 05:39:06 UTC 2026","","DocPage.spec.ts","",""
"","1210","Playwright footer training:FeatureVideo","chromium","Fri May 08 05:39:10 UTC 2026","passed","Fri May 08 05:39:11 UTC 2026","","Footer.spec.ts","",""
"","557","file download practice1","chromium","Fri May 08 05:39:08 UTC 2026","passed","Fri May 08 05:39:09 UTC 2026","","download-test/Download.spec.ts","",""
"","1616","Playwright Document of right side bar Verify assertion link to be scrollable at writing tests sec","chromium","Fri May 08 05:39:06 UTC 2026","passed","Fri May 08 05:39:08 UTC 2026","","DocPage.spec.ts","",""
"","29647","iFrame practice1","chromium","Fri May 08 05:39:17 UTC 2026","passed","Fri May 08 05:39:46 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","1210","Playwright footer training:Ambassadors","chromium","Fri May 08 05:39:10 UTC 2026","passed","Fri May 08 05:39:11 UTC 2026","","Footer.spec.ts","",""
"","1517","Playwright header search button","chromium","Fri May 08 05:39:16 UTC 2026","passed","Fri May 08 05:39:18 UTC 2026","","Header.spec.ts","",""
"","6157","iFrame practice2","chromium","Fri May 08 05:39:18 UTC 2026","passed","Fri May 08 05:39:24 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","851","Playwright header training:OuterLink","chromium","Fri May 08 05:39:15 UTC 2026","passed","Fri May 08 05:39:16 UTC 2026","","Header.spec.ts","",""
"","1349","tab practice4","chromium","Fri May 08 05:39:45 UTC 2026","passed","Fri May 08 05:39:46 UTC 2026","","iframe-test/IFrame.spec.ts","",""
"","2007","Playwright Document Page Verify to work update tabs","chromium","Fri May 08 05:38:52 UTC 2026","passed","Fri May 08 05:38:54 UTC 2026","","DocPage.spec.ts","",""
